dataset	sample	filtered	field	bytes	elements
1m_brain	SUB	FALSE	end_max	113344	3626631
1m_brain	SUB	FALSE	metadata	33296	3626631
1m_brain	SUB	FALSE	start	6131316	3626631
1m_brain	THMGA_1	FALSE	cell	5330116	4160167
1m_brain	THMGA_1	FALSE	end	5330292	4160167
1m_brain	THMGA_1	FALSE	end_max	130016	4160167
1m_brain	THMGA_1	FALSE	metadata	35420	4160167
1m_brain	THMGA_1	FALSE	start	6963060	4160167
1m_brain	THMGA_2	FALSE	cell	1000256	1135723
1m_brain	THMGA_2	FALSE	end	1455216	1135723
1m_brain	THMGA_2	FALSE	end_max	35500	1135723
1m_brain	THMGA_2	FALSE	metadata	8315	1135723
1m_brain	THMGA_2	FALSE	start	2203228	1135723
1m_brain	TP	FALSE	cell	2986124	2582976
1m_brain	TP	FALSE	end	3309356	2582976
1m_brain	TP	FALSE	end_max	80728	2582976
1m_brain	TP	FALSE	metadata	18434	2582976
1m_brain	TP	FALSE	start	4585140	2582976
1m_brain	VIP_1	FALSE	cell	38947896	24000358
1m_brain	VIP_1	FALSE	end	30743896	24000358
1m_brain	VIP_1	FALSE	end_max	750020	24000358
1m_brain	VIP_1	FALSE	metadata	142819	24000358
1m_brain	VIP_1	FALSE	start	29965148	24000358
1m_brain	VIP_2	FALSE	cell	24027112	15718217
1m_brain	VIP_2	FALSE	end	20135848	15718217
1m_brain	VIP_2	FALSE	end_max	491204	15718217
1m_brain	VIP_2	FALSE	metadata	81832	15718217
1m_brain	VIP_2	FALSE	start	21059692	15718217
1m_brain	VIP_3	FALSE	cell	17714368	11743763
1m_brain	VIP_3	FALSE	end	15045344	11743763
1m_brain	VIP_3	FALSE	end_max	367004	11743763
1m_brain	VIP_3	FALSE	metadata	76699	11743763
1m_brain	VIP_3	FALSE	start	16598492	11743763
1m_brain	VIP_4	FALSE	cell	14534808	10336050
1m_brain	VIP_4	FALSE	end	13242200	10336050
1m_brain	VIP_4	FALSE	end_max	323012	10336050
1m_brain	VIP_4	FALSE	metadata	68793	10336050
1m_brain	VIP_4	FALSE	start	14982012	10336050
1m_brain	VIP_5	FALSE	cell	10617784	7550760
1m_brain	VIP_5	FALSE	end	9674104	7550760
1m_brain	VIP_5	FALSE	end_max	235972	7550760
1m_brain	VIP_5	FALSE	metadata	55291	7550760
1m_brain	VIP_5	FALSE	start	11486860	7550760
1m_brain	VIP_6	FALSE	cell	14356140	10209182
1m_brain	VIP_6	FALSE	end	13079932	10209182
1m_brain	VIP_6	FALSE	end_max	319048	10209182
1m_brain	VIP_6	FALSE	metadata	54215	10209182
1m_brain	VIP_6	FALSE	start	14892692	10209182
1m_brain	VIP_7	FALSE	cell	15216620	10840473
1m_brain	VIP_7	FALSE	end	13888716	10840473
1m_brain	VIP_7	FALSE	end_max	338776	10840473
1m_brain	VIP_7	FALSE	metadata	46797	10840473
1m_brain	VIP_7	FALSE	start	15648820	10840473
1m_brain	merged	FALSE	cell	13661571760	5160103036
1m_brain	merged	FALSE	end	6587967984	5160103036
1m_brain	merged	FALSE	end_max	161253228	5160103036
1m_brain	merged	FALSE	metadata	34133452	5160103036
1m_brain	merged	FALSE	start	2068210220	5160103036
1m_brain	ACBGM	TRUE	cell	3536692	2521834
1m_brain	ACBGM	TRUE	end	3230980	2521834
1m_brain	ACBGM	TRUE	end_max	78816	2521834
1m_brain	ACBGM	TRUE	metadata	32105	2521834
1m_brain	ACBGM	TRUE	start	4457620	2521834
1m_brain	AMY	TRUE	cell	58058968	37915910
1m_brain	AMY	TRUE	end	48537624	37915910
1m_brain	AMY	TRUE	end_max	1184884	37915910
1m_brain	AMY	TRUE	metadata	122403	37915910
1m_brain	AMY	TRUE	start	42958844	37915910
1m_brain	ASCNT_1	TRUE	cell	29921496	18065668
1m_brain	ASCNT_1	TRUE	end	23136968	18065668
1m_brain	ASCNT_1	TRUE	end_max	564564	18065668
1m_brain	ASCNT_1	TRUE	metadata	140027	18065668
1m_brain	ASCNT_1	TRUE	start	22794396	18065668
1m_brain	ASCNT_2	TRUE	cell	14340972	9365451
1m_brain	ASCNT_2	TRUE	end	11995660	9365451
1m_brain	ASCNT_2	TRUE	end_max	292680	9365451
1m_brain	ASCNT_2	TRUE	metadata	70743	9365451
1m_brain	ASCNT_2	TRUE	start	13517812	9365451
1m_brain	ASCNT_3	TRUE	cell	15209644	9932724
1m_brain	ASCNT_3	TRUE	end	12722908	9932724
1m_brain	ASCNT_3	TRUE	end_max	310408	9932724
1m_brain	ASCNT_3	TRUE	metadata	68814	9932724
1m_brain	ASCNT_3	TRUE	start	14179252	9932724
1m_brain	ASCT_1	TRUE	cell	537567196	261384132
1m_brain	ASCT_1	TRUE	end	334627404	261384132
1m_brain	ASCT_1	TRUE	end_max	8168264	261384132
1m_brain	ASCT_1	TRUE	metadata	1975267	261384132
1m_brain	ASCT_1	TRUE	start	214178180	261384132
1m_brain	ASCT_2	TRUE	cell	510010836	251083499
1m_brain	ASCT_2	TRUE	end	320944340	251083499
1m_brain	ASCT_2	TRUE	end_max	7846368	251083499
1m_brain	ASCT_2	TRUE	metadata	1390013	251083499
1m_brain	ASCT_2	TRUE	start	178406788	251083499
1m_brain	ASCT_3	TRUE	cell	216408528	113525878
1m_brain	ASCT_3	TRUE	end	145315584	113525878
1m_brain	ASCT_3	TRUE	end_max	3547692	113525878
1m_brain	ASCT_3	TRUE	metadata	844298	113525878
1m_brain	ASCT_3	TRUE	start	99618396	113525878
1m_brain	BFEXA	TRUE	cell	8100480	6322200
1m_brain	BFEXA	TRUE	end	8100096	6322200
1m_brain	BFEXA	TRUE	end_max	197580	6322200
1m_brain	BFEXA	TRUE	metadata	18424	6322200
1m_brain	BFEXA	TRUE	start	9969356	6322200
1m_brain	BNGA	TRUE	cell	3066932	2973891
1m_brain	BNGA	TRUE	end	3810340	2973891
1m_brain	BNGA	TRUE	end_max	92944	2973891
1m_brain	BNGA	TRUE	metadata	7304	2973891
1m_brain	BNGA	TRUE	start	5158692	2973891
1m_brain	CBGRC	TRUE	cell	327980380	161467287
1m_brain	CBGRC	TRUE	end	206840364	161467287
1m_brain	CBGRC	TRUE	end_max	5045864	161467287
1m_brain	CBGRC	TRUE	metadata	1511835	161467287
1m_brain	CBGRC	TRUE	start	141954580	161467287
1m_brain	CBINH	TRUE	cell	411444	526588
1m_brain	CBINH	TRUE	end	674740	526588
1m_brain	CBINH	TRUE	end_max	16464	526588
1m_brain	CBINH	TRUE	metadata	2105	526588
1m_brain	CBINH	TRUE	start	1092820	526588
1m_brain	CHO	TRUE	cell	3604928	2813482
1m_brain	CHO	TRUE	end	3604848	2813482
1m_brain	CHO	TRUE	end_max	87932	2813482
1m_brain	CHO	TRUE	metadata	20345	2813482
1m_brain	CHO	TRUE	start	4939884	2813482
1m_brain	CNGA_1	TRUE	cell	11279472	8803449
1m_brain	CNGA_1	TRUE	end	11278896	8803449
1m_brain	CNGA_1	TRUE	end_max	275116	8803449
1m_brain	CNGA_1	TRUE	metadata	26442	8803449
1m_brain	CNGA_1	TRUE	start	13131436	8803449
1m_brain	CNGA_2	TRUE	cell	12195904	9518617
1m_brain	CNGA_2	TRUE	end	12195008	9518617
1m_brain	CNGA_2	TRUE	end_max	297468	9518617
1m_brain	CNGA_2	TRUE	metadata	26177	9518617
1m_brain	CNGA_2	TRUE	start	14046188	9518617
1m_brain	CNMIX	TRUE	cell	1114804	1230068
1m_brain	CNMIX	TRUE	end	1576068	1230068
1m_brain	CNMIX	TRUE	end_max	38448	1230068
1m_brain	CNMIX	TRUE	metadata	3501	1230068
1m_brain	CNMIX	TRUE	start	2365012	1230068
1m_brain	COP	TRUE	cell	29565468	19307928
1m_brain	COP	TRUE	end	24730236	19307928
1m_brain	COP	TRUE	end_max	603384	19307928
1m_brain	COP	TRUE	metadata	92567	19307928
1m_brain	COP	TRUE	start	24499940	19307928
1m_brain	CT_1	TRUE	cell	42243320	27587358
1m_brain	CT_1	TRUE	end	35333592	27587358
1m_brain	CT_1	TRUE	end_max	862116	27587358
1m_brain	CT_1	TRUE	metadata	82511	27587358
1m_brain	CT_1	TRUE	start	33537100	27587358
1m_brain	CT_2	TRUE	cell	5896660	5099667
1m_brain	CT_2	TRUE	end	6533860	5099667
1m_brain	CT_2	TRUE	end_max	159376	5099667
1m_brain	CT_2	TRUE	metadata	11315	5099667
1m_brain	CT_2	TRUE	start	8356260	5099667
1m_brain	D12NAC	TRUE	cell	34076564	24232171
1m_brain	D12NAC	TRUE	end	31041828	24232171
1m_brain	D12NAC	TRUE	end_max	757264	24232171
1m_brain	D12NAC	TRUE	metadata	49977	24232171
1m_brain	D12NAC	TRUE	start	30190900	24232171
1m_brain	D1CaB	TRUE	cell	24536784	17501769
1m_brain	D1CaB	TRUE	end	22422384	17501769
1m_brain	D1CaB	TRUE	end_max	546940	17501769
1m_brain	D1CaB	TRUE	metadata	33461	17501769
1m_brain	D1CaB	TRUE	start	23203196	17501769
1m_brain	D1Pu	TRUE	cell	20770064	14769673
1m_brain	D1Pu	TRUE	end	18920784	14769673
1m_brain	D1Pu	TRUE	end_max	461564	14769673
1m_brain	D1Pu	TRUE	metadata	37216	14769673
1m_brain	D1Pu	TRUE	start	19941836	14769673
1m_brain	D2CaB	TRUE	cell	33423164	23767461
1m_brain	D2CaB	TRUE	end	30446796	23767461
1m_brain	D2CaB	TRUE	end_max	742744	23767461
1m_brain	D2CaB	TRUE	metadata	48247	23767461
1m_brain	D2CaB	TRUE	start	29539108	23767461
1m_brain	D2Pu	TRUE	cell	20784824	14780225
1m_brain	D2Pu	TRUE	end	18933672	14780225
1m_brain	D2Pu	TRUE	end_max	461892	14780225
1m_brain	D2Pu	TRUE	metadata	42115	14780225
1m_brain	D2Pu	TRUE	start	19887068	14780225
1m_brain	EC	TRUE	cell	277864	306497
1m_brain	EC	TRUE	end	392792	306497
1m_brain	EC	TRUE	end_max	9588	306497
1m_brain	EC	TRUE	metadata	3913	306497
1m_brain	EC	TRUE	start	677900	306497
1m_brain	ERC_1	TRUE	cell	11987452	10367469
1m_brain	ERC_1	TRUE	end	13282412	10367469
1m_brain	ERC_1	TRUE	end_max	323992	10367469
1m_brain	ERC_1	TRUE	metadata	15773	10367469
1m_brain	ERC_1	TRUE	start	15372996	10367469
1m_brain	ERC_2	TRUE	cell	1658496	1829965
1m_brain	ERC_2	TRUE	end	2344704	1829965
1m_brain	ERC_2	TRUE	end_max	57196	1829965
1m_brain	ERC_2	TRUE	metadata	3584	1829965
1m_brain	ERC_2	TRUE	start	3364508	1829965
1m_brain	ET	TRUE	cell	2798840	2713914
1m_brain	ET	TRUE	end	3477304	2713914
1m_brain	ET	TRUE	end_max	84820	2713914
1m_brain	ET	TRUE	metadata	7178	2713914
1m_brain	ET	TRUE	start	4804012	2713914
1m_brain	FOXP2_1	TRUE	cell	9152212	7143042
1m_brain	FOXP2_1	TRUE	end	9151828	7143042
1m_brain	FOXP2_1	TRUE	end_max	223232	7143042
1m_brain	FOXP2_1	TRUE	metadata	20248	7143042
1m_brain	FOXP2_1	TRUE	start	10874516	7143042
1m_brain	FOXP2_2	TRUE	cell	4342068	3755228
1m_brain	FOXP2_2	TRUE	end	4811348	3755228
1m_brain	FOXP2_2	TRUE	end_max	117360	3755228
1m_brain	FOXP2_2	TRUE	metadata	13282	3755228
1m_brain	FOXP2_2	TRUE	start	6348516	3755228
1m_brain	FOXP2_3	TRUE	cell	6412292	5545710
1m_brain	FOXP2_3	TRUE	end	7105140	5545710
1m_brain	FOXP2_3	TRUE	end_max	173312	5545710
1m_brain	FOXP2_3	TRUE	metadata	11794	5545710
1m_brain	FOXP2_3	TRUE	start	8823652	5545710
1m_brain	FOXP2_4	TRUE	cell	3512972	3038168
1m_brain	FOXP2_4	TRUE	end	3892572	3038168
1m_brain	FOXP2_4	TRUE	end_max	94952	3038168
1m_brain	FOXP2_4	TRUE	metadata	10355	3038168
1m_brain	FOXP2_4	TRUE	start	5251460	3038168
1m_brain	ICGA_1	TRUE	cell	1433432	1389935
1m_brain	ICGA_1	TRUE	end	1780920	1389935
1m_brain	ICGA_1	TRUE	end_max	43444	1389935
1m_brain	ICGA_1	TRUE	metadata	7748	1389935
1m_brain	ICGA_1	TRUE	start	2633068	1389935
1m_brain	ICGA_2	TRUE	cell	12550800	9795623
1m_brain	ICGA_2	TRUE	end	12550352	9795623
1m_brain	ICGA_2	TRUE	end_max	306124	9795623
1m_brain	ICGA_2	TRUE	metadata	27570	9795623
1m_brain	ICGA_2	TRUE	start	14532156	9795623
1m_brain	ITL23_1	TRUE	cell	121861692	68413878
1m_brain	ITL23_1	TRUE	end	87599164	68413878
1m_brain	ITL23_1	TRUE	end_max	2137944	68413878
1m_brain	ITL23_1	TRUE	metadata	299292	68413878
1m_brain	ITL23_1	TRUE	start	69433604	68413878
1m_brain	ITL23_2	TRUE	cell	106613868	64370607
1m_brain	ITL23_2	TRUE	end	82422892	64370607
1m_brain	ITL23_2	TRUE	end_max	2011592	64370607
1m_brain	ITL23_2	TRUE	metadata	231451	64370607
1m_brain	ITL23_2	TRUE	start	64652772	64370607
1m_brain	ITL23_3	TRUE	cell	122959900	74239934
1m_brain	ITL23_3	TRUE	end	95075516	74239934
1m_brain	ITL23_3	TRUE	end_max	2320008	74239934
1m_brain	ITL23_3	TRUE	metadata	181619	74239934
1m_brain	ITL23_3	TRUE	start	73551876	74239934
1m_brain	ITL23_4	TRUE	cell	79623084	51998643
1m_brain	ITL23_4	TRUE	end	66600460	51998643
1m_brain	ITL23_4	TRUE	end_max	1624968	51998643
1m_brain	ITL23_4	TRUE	metadata	117503	51998643
1m_brain	ITL23_4	TRUE	start	56429700	51998643
1m_brain	ITL23_5	TRUE	cell	50290704	32842821
1m_brain	ITL23_5	TRUE	end	42032832	32842821
1m_brain	ITL23_5	TRUE	end_max	1026348	32842821
1m_brain	ITL23_5	TRUE	metadata	102954	32842821
1m_brain	ITL23_5	TRUE	start	38646348	32842821
1m_brain	ITL23_6	TRUE	cell	65456384	42746926
1m_brain	ITL23_6	TRUE	end	54752960	42746926
1m_brain	ITL23_6	TRUE	end_max	1335852	42746926
1m_brain	ITL23_6	TRUE	metadata	97953	42746926
1m_brain	ITL23_6	TRUE	start	48395052	42746926
1m_brain	ITL34	TRUE	cell	52041376	33986083
1m_brain	ITL34	TRUE	end	43532000	33986083
1m_brain	ITL34	TRUE	end_max	1062076	33986083
1m_brain	ITL34	TRUE	metadata	92393	33986083
1m_brain	ITL34	TRUE	start	39927500	33986083
1m_brain	ITL45_1	TRUE	cell	22800644	16213716
1m_brain	ITL45_1	TRUE	end	20770708	16213716
1m_brain	ITL45_1	TRUE	end_max	506688	16213716
1m_brain	ITL45_1	TRUE	metadata	46050	16213716
1m_brain	ITL45_1	TRUE	start	21887492	16213716
1m_brain	ITL45_2	TRUE	cell	4922080	4256806
1m_brain	ITL45_2	TRUE	end	5453888	4256806
1m_brain	ITL45_2	TRUE	end_max	133036	4256806
1m_brain	ITL45_2	TRUE	metadata	12637	4256806
1m_brain	ITL45_2	TRUE	start	7096988	4256806
1m_brain	ITL4_1	TRUE	cell	57077860	34469558
1m_brain	ITL4_1	TRUE	end	44144964	34469558
1m_brain	ITL4_1	TRUE	end_max	1077184	34469558
1m_brain	ITL4_1	TRUE	metadata	128677	34469558
1m_brain	ITL4_1	TRUE	start	39262900	34469558
1m_brain	ITL4_2	TRUE	cell	58528568	38222624
1m_brain	ITL4_2	TRUE	end	48960296	38222624
1m_brain	ITL4_2	TRUE	end_max	1194468	38222624
1m_brain	ITL4_2	TRUE	metadata	107467	38222624
1m_brain	ITL4_2	TRUE	start	43377148	38222624
1m_brain	ITL5_1	TRUE	cell	62781784	41000229
1m_brain	ITL5_1	TRUE	end	52518632	41000229
1m_brain	ITL5_1	TRUE	end_max	1281268	41000229
1m_brain	ITL5_1	TRUE	metadata	81194	41000229
1m_brain	ITL5_1	TRUE	start	47107276	41000229
1m_brain	ITL5_2	TRUE	cell	35582864	23237740
1m_brain	ITL5_2	TRUE	end	29767104	23237740
1m_brain	ITL5_2	TRUE	end_max	726188	23237740
1m_brain	ITL5_2	TRUE	metadata	80315	23237740
1m_brain	ITL5_2	TRUE	start	29159916	23237740
1m_brain	ITL5_3	TRUE	cell	25268264	17968484
1m_brain	ITL5_3	TRUE	end	23018040	17968484
1m_brain	ITL5_3	TRUE	end_max	561524	17968484
1m_brain	ITL5_3	TRUE	metadata	59794	17968484
1m_brain	ITL5_3	TRUE	start	23708060	17968484
1m_brain	ITL5_4	TRUE	cell	10395840	8113754
1m_brain	ITL5_4	TRUE	end	10395136	8113754
1m_brain	ITL5_4	TRUE	end_max	253564	8113754
1m_brain	ITL5_4	TRUE	metadata	24199	8113754
1m_brain	ITL5_4	TRUE	start	12392540	8113754
1m_brain	ITL6_1_1	TRUE	cell	70986540	46358499
1m_brain	ITL6_1_1	TRUE	end	59372220	46358499
1m_brain	ITL6_1_1	TRUE	end_max	1448712	46358499
1m_brain	ITL6_1_1	TRUE	metadata	119027	46358499
1m_brain	ITL6_1_1	TRUE	start	51043732	46358499
1m_brain	ITL6_1_2	TRUE	cell	6769416	5854584
1m_brain	ITL6_1_2	TRUE	end	7500728	5854584
1m_brain	ITL6_1_2	TRUE	end_max	182964	5854584
1m_brain	ITL6_1_2	TRUE	metadata	15785	5854584
1m_brain	ITL6_1_2	TRUE	start	9382508	5854584
1m_brain	ITL6_2_1	TRUE	cell	28423124	20211898
1m_brain	ITL6_2_1	TRUE	end	25889940	20211898
1m_brain	ITL6_2_1	TRUE	end_max	631632	20211898
1m_brain	ITL6_2_1	TRUE	metadata	58415	20211898
1m_brain	ITL6_2_1	TRUE	start	26094788	20211898
1m_brain	ITL6_2_2	TRUE	cell	3886744	3365723
1m_brain	ITL6_2_2	TRUE	end	4312232	3365723
1m_brain	ITL6_2_2	TRUE	end_max	105188	3365723
1m_brain	ITL6_2_2	TRUE	metadata	8465	3365723
1m_brain	ITL6_2_2	TRUE	start	5773692	3365723
1m_brain	ITV1C_1	TRUE	cell	97311356	58753985
1m_brain	ITV1C_1	TRUE	end	75262076	58753985
1m_brain	ITV1C_1	TRUE	end_max	1836072	58753985
1m_brain	ITV1C_1	TRUE	metadata	152855	58753985
1m_brain	ITV1C_1	TRUE	start	63173988	58753985
1m_brain	ITV1C_2	TRUE	cell	14834496	10550299
1m_brain	ITV1C_2	TRUE	end	13517088	10550299
1m_brain	ITV1C_2	TRUE	end_max	329708	10550299
1m_brain	ITV1C_2	TRUE	metadata	32915	10550299
1m_brain	ITV1C_2	TRUE	start	15397836	10550299
1m_brain	ITV1C_3	TRUE	cell	18920084	13455535
1m_brain	ITV1C_3	TRUE	end	17238548	13455535
1m_brain	ITV1C_3	TRUE	end_max	420496	13455535
1m_brain	ITV1C_3	TRUE	metadata	33425	13455535
1m_brain	ITV1C_3	TRUE	start	18875236	13455535
1m_brain	L6B_1	TRUE	cell	22432544	15951938
1m_brain	L6B_1	TRUE	end	20437312	15951938
1m_brain	L6B_1	TRUE	end_max	498508	15951938
1m_brain	L6B_1	TRUE	metadata	34959	15951938
1m_brain	L6B_1	TRUE	start	21886908	15951938
1m_brain	L6B_2	TRUE	cell	9718848	7585360
1m_brain	L6B_2	TRUE	end	9718640	7585360
1m_brain	L6B_2	TRUE	end_max	237052	7585360
1m_brain	L6B_2	TRUE	metadata	23983	7585360
1m_brain	L6B_2	TRUE	start	11672972	7585360
1m_brain	LAMP5_1	TRUE	cell	39344300	25694152
1m_brain	LAMP5_1	TRUE	end	32914444	25694152
1m_brain	LAMP5_1	TRUE	end_max	802952	25694152
1m_brain	LAMP5_1	TRUE	metadata	119250	25694152
1m_brain	LAMP5_1	TRUE	start	31689444	25694152
1m_brain	LAMP5_2	TRUE	cell	29474832	19249220
1m_brain	LAMP5_2	TRUE	end	24658384	19249220
1m_brain	LAMP5_2	TRUE	end_max	601548	19249220
1m_brain	LAMP5_2	TRUE	metadata	70240	19249220
1m_brain	LAMP5_2	TRUE	start	25134988	19249220
1m_brain	MDGA	TRUE	cell	606724	669351
1m_brain	MDGA	TRUE	end	857764	669351
1m_brain	MDGA	TRUE	end_max	20928	669351
1m_brain	MDGA	TRUE	metadata	4115	669351
1m_brain	MDGA	TRUE	start	1357316	669351
1m_brain	MGC_1	TRUE	cell	926574888	429717813
1m_brain	MGC_1	TRUE	end	549663576	429717813
1m_brain	MGC_1	TRUE	end_max	13428692	429717813
1m_brain	MGC_1	TRUE	metadata	3065579	429717813
1m_brain	MGC_1	TRUE	start	300812620	429717813
1m_brain	MGC_2	TRUE	cell	35768260	21595892
1m_brain	MGC_2	TRUE	end	27661924	21595892
1m_brain	MGC_2	TRUE	end_max	674880	21595892
1m_brain	MGC_2	TRUE	metadata	155621	21595892
1m_brain	MGC_2	TRUE	start	27456372	21595892
1m_brain	MSN_1	TRUE	cell	69226852	45209330
1m_brain	MSN_1	TRUE	end	57897988	45209330
1m_brain	MSN_1	TRUE	end_max	1412800	45209330
1m_brain	MSN_1	TRUE	metadata	98620	45209330
1m_brain	MSN_1	TRUE	start	49523204	45209330
1m_brain	MSN_2	TRUE	cell	53922656	35214970
1m_brain	MSN_2	TRUE	end	45107456	35214970
1m_brain	MSN_2	TRUE	end_max	1100476	35214970
1m_brain	MSN_2	TRUE	metadata	70260	35214970
1m_brain	MSN_2	TRUE	start	41798892	35214970
1m_brain	MSN_3	TRUE	cell	7778044	6072775
1m_brain	MSN_3	TRUE	end	7780316	6072775
1m_brain	MSN_3	TRUE	end_max	189784	6072775
1m_brain	MSN_3	TRUE	metadata	17459	6072775
1m_brain	MSN_3	TRUE	start	9624484	6072775
1m_brain	NP_1	TRUE	cell	18493372	13153672
1m_brain	NP_1	TRUE	end	16852060	13153672
1m_brain	NP_1	TRUE	end_max	411064	13153672
1m_brain	NP_1	TRUE	metadata	34288	13153672
1m_brain	NP_1	TRUE	start	18274180	13153672
1m_brain	NP_2	TRUE	cell	1076744	931136
1m_brain	NP_2	TRUE	end	1193128	931136
1m_brain	NP_2	TRUE	end_max	29108	931136
1m_brain	NP_2	TRUE	metadata	14501	931136
1m_brain	NP_2	TRUE	start	1827564	931136
1m_brain	NP_3	TRUE	cell	5025384	4346204
1m_brain	NP_3	TRUE	end	5568520	4346204
1m_brain	NP_3	TRUE	end_max	135828	4346204
1m_brain	NP_3	TRUE	metadata	12638	4346204
1m_brain	NP_3	TRUE	start	7203404	4346204
1m_brain	OGC_1	TRUE	cell	1308204396	573464523
1m_brain	OGC_1	TRUE	end	733713868	573464523
1m_brain	OGC_1	TRUE	end_max	17920776	573464523
1m_brain	OGC_1	TRUE	metadata	5128154	573464523
1m_brain	OGC_1	TRUE	start	403457108	573464523
1m_brain	OGC_2	TRUE	cell	2123055476	882361000
1m_brain	OGC_2	TRUE	end	1114349092	882361000
1m_brain	OGC_2	TRUE	end_max	27573792	882361000
1m_brain	OGC_2	TRUE	metadata	8309147	882361000
1m_brain	OGC_2	TRUE	start	452911492	882361000
1m_brain	OGC_3	TRUE	cell	1236814004	542166215
1m_brain	OGC_3	TRUE	end	689846660	542166215
1m_brain	OGC_3	TRUE	end_max	16942704	542166215
1m_brain	OGC_3	TRUE	metadata	4504798	542166215
1m_brain	OGC_3	TRUE	start	315226164	542166215
1m_brain	OPC	TRUE	cell	705909976	341265269
1m_brain	OPC	TRUE	end	436612408	341265269
1m_brain	OPC	TRUE	end_max	10664548	341265269
1m_brain	OPC	TRUE	metadata	1979057	341265269
1m_brain	OPC	TRUE	start	238621084	341265269
1m_brain	PIR	TRUE	cell	11557472	9020524
1m_brain	PIR	TRUE	end	11556832	9020524
1m_brain	PIR	TRUE	end_max	281900	9020524
1m_brain	PIR	TRUE	metadata	20015	9020524
1m_brain	PIR	TRUE	start	13646220	9020524
1m_brain	PKJ_1	TRUE	cell	3669104	2865220
1m_brain	PKJ_1	TRUE	end	3671168	2865220
1m_brain	PKJ_1	TRUE	end_max	89548	2865220
1m_brain	PKJ_1	TRUE	metadata	16565	2865220
1m_brain	PKJ_1	TRUE	start	4987612	2865220
1m_brain	PKJ_2	TRUE	cell	1925376	1665147
1m_brain	PKJ_2	TRUE	end	2133472	1665147
1m_brain	PKJ_2	TRUE	end_max	52044	1665147
1m_brain	PKJ_2	TRUE	metadata	11675	1665147
1m_brain	PKJ_2	TRUE	start	3092972	1665147
1m_brain	PVALB_1	TRUE	cell	116177548	70144995
1m_brain	PVALB_1	TRUE	end	89821948	70144995
1m_brain	PVALB_1	TRUE	end_max	2192040	70144995
1m_brain	PVALB_1	TRUE	metadata	181588	70144995
1m_brain	PVALB_1	TRUE	start	71904164	70144995
1m_brain	PVALB_2	TRUE	cell	26846864	19091003
1m_brain	PVALB_2	TRUE	end	24453488	19091003
1m_brain	PVALB_2	TRUE	end_max	596604	19091003
1m_brain	PVALB_2	TRUE	metadata	61408	19091003
1m_brain	PVALB_2	TRUE	start	24811900	19091003
1m_brain	PVALB_3	TRUE	cell	17470716	12423632
1m_brain	PVALB_3	TRUE	end	15915276	12423632
1m_brain	PVALB_3	TRUE	end_max	388248	12423632
1m_brain	PVALB_3	TRUE	metadata	37322	12423632
1m_brain	PVALB_3	TRUE	start	17469092	12423632
1m_brain	PVALB_4	TRUE	cell	18066644	12847302
1m_brain	PVALB_4	TRUE	end	16457524	12847302
1m_brain	PVALB_4	TRUE	end_max	401488	12847302
1m_brain	PVALB_4	TRUE	metadata	40015	12847302
1m_brain	PVALB_4	TRUE	start	17895252	12847302
1m_brain	PV_ChCs	TRUE	cell	30918032	20191293
1m_brain	PV_ChCs	TRUE	end	25861712	20191293
1m_brain	PV_ChCs	TRUE	end_max	630988	20191293
1m_brain	PV_ChCs	TRUE	metadata	77149	20191293
1m_brain	PV_ChCs	TRUE	start	25765052	20191293
1m_brain	SEPGA	TRUE	cell	3032876	2940921
1m_brain	SEPGA	TRUE	end	3767964	2940921
1m_brain	SEPGA	TRUE	end_max	91912	2940921
1m_brain	SEPGA	TRUE	metadata	6562	2940921
1m_brain	SEPGA	TRUE	start	5095652	2940921
1m_brain	SIGA	TRUE	cell	2310620	1998283
1m_brain	SIGA	TRUE	end	2560332	1998283
1m_brain	SIGA	TRUE	end_max	62456	1998283
1m_brain	SIGA	TRUE	metadata	11052	1998283
1m_brain	SIGA	TRUE	start	3616484	1998283
1m_brain	SMC	TRUE	cell	6055424	4305964
1m_brain	SMC	TRUE	end	5514896	4305964
1m_brain	SMC	TRUE	end_max	134572	4305964
1m_brain	SMC	TRUE	metadata	62045	4305964
1m_brain	SMC	TRUE	start	6867100	4305964
1m_brain	SNCG_1	TRUE	cell	9820536	6984483
1m_brain	SNCG_1	TRUE	end	8948792	6984483
1m_brain	SNCG_1	TRUE	end_max	218276	6984483
1m_brain	SNCG_1	TRUE	metadata	35373	6984483
1m_brain	SNCG_1	TRUE	start	10771036	6984483
1m_brain	SNCG_2	TRUE	cell	9082208	6461006
1m_brain	SNCG_2	TRUE	end	8277984	6461006
1m_brain	SNCG_2	TRUE	end_max	201916	6461006
1m_brain	SNCG_2	TRUE	metadata	34446	6461006
1m_brain	SNCG_2	TRUE	start	10037340	6461006
1m_brain	SNCG_3	TRUE	cell	13330560	9493583
1m_brain	SNCG_3	TRUE	end	12163008	9493583
1m_brain	SNCG_3	TRUE	end_max	296684	9493583
1m_brain	SNCG_3	TRUE	metadata	34054	9493583
1m_brain	SNCG_3	TRUE	start	14031996	9493583
1m_brain	SNCG_4	TRUE	cell	7219916	5263336
1m_brain	SNCG_4	TRUE	end	6743596	5263336
1m_brain	SNCG_4	TRUE	end_max	164488	5263336
1m_brain	SNCG_4	TRUE	metadata	31964	5263336
1m_brain	SNCG_4	TRUE	start	8451604	5263336
1m_brain	SNCG_5	TRUE	cell	7152248	5582127
