tool	format	replicate	axis	slice_size	slice_type	slice_id	time_cpu	time_elapsed	entries_loaded
bpcells	cellmajor	rep2	cell	100000	random	001	6.691999999999999	3.1380000000000003	216301828
bpcells	cellmajor	rep2	cell	100000	random	002	7.048000000000001	3.223	215870467
bpcells	cellmajor	rep2	cell	100000	random	003	9.047	3.192	216523214
bpcells	cellmajor	rep2	cell	100000	random	004	8.886	3.149	216287462
bpcells	cellmajor	rep2	cell	100000	random	005	8.844	3.0599999999999996	216443608
bpcells	cellmajor	rep2	cell	100000	random	006	8.343	2.9690000000000003	216210462
bpcells	cellmajor	rep2	cell	100000	random	007	8.599	3.095	215947518
bpcells	cellmajor	rep2	cell	100000	random	008	8.531	3.13	215794373
bpcells	cellmajor	rep2	cell	100000	random	009	8.341	3.0350000000000006	216269727
bpcells	cellmajor	rep2	cell	100000	random	010	8.54	2.9310000000000005	216626273
bpcells	cellmajor	rep2	cell	100000	sequential	001	1.1149999999999998	1.088	69555091
bpcells	cellmajor	rep2	cell	100000	sequential	002	1.1129999999999998	1.1060000000000003	69303174
bpcells	cellmajor	rep2	cell	100000	sequential	003	1.1420000000000003	1.1309999999999998	79339640
bpcells	cellmajor	rep2	cell	100000	sequential	004	1.1550000000000002	1.128	87635801
bpcells	cellmajor	rep2	cell	100000	sequential	005	1.261	1.0830000000000002	150236057
bpcells	cellmajor	rep2	cell	100000	sequential	006	1.1389999999999996	1.0990000000000002	79282936
bpcells	cellmajor	rep2	cell	100000	sequential	007	1.2950000000000002	1.1830000000000005	153009228
bpcells	cellmajor	rep2	cell	100000	sequential	008	1.406	1.3850000000000002	180063262
bpcells	cellmajor	rep2	cell	100000	sequential	009	1.278	1.2240000000000002	155953359
bpcells	cellmajor	rep2	cell	100000	sequential	010	0.9770000000000004	0.9299999999999996	45904696
bpcells	cellmajor	rep2	cell	300000	random	001	22.281	6.523	648613446
bpcells	cellmajor	rep2	cell	300000	random	002	20.227	5.177999999999999	647499299
bpcells	cellmajor	rep2	cell	300000	random	003	19.917	4.8580000000000005	648140443
bpcells	cellmajor	rep2	cell	300000	random	004	20.219	5.0120000000000005	646613501
bpcells	cellmajor	rep2	cell	300000	random	005	20.342999999999996	5.339	649007219
bpcells	cellmajor	rep2	cell	300000	random	006	20.449	5.5600000000000005	646936324
bpcells	cellmajor	rep2	cell	300000	random	007	20.022	5.321999999999999	645660552
bpcells	cellmajor	rep2	cell	300000	random	008	20.277	5.367	646845203
bpcells	cellmajor	rep2	cell	300000	random	009	22.204	6.2669999999999995	648533014
bpcells	cellmajor	rep2	cell	300000	random	010	22.484	6.068	647874240
bpcells	cellmajor	rep2	cell	300000	sequential	001	2.7059999999999995	1.8129999999999995	540534732
bpcells	cellmajor	rep2	cell	300000	sequential	002	3.644	2.61	874381919
bpcells	cellmajor	rep2	cell	300000	sequential	003	3.477	2.2769999999999997	851915523
bpcells	cellmajor	rep2	cell	300000	sequential	004	5.599	2.7459999999999996	1652862106
bpcells	cellmajor	rep2	cell	300000	sequential	005	2.207	1.6550000000000002	360119687
bpcells	cellmajor	rep2	cell	300000	sequential	006	2.859999999999999	1.909	598147731
bpcells	cellmajor	rep2	cell	300000	sequential	007	1.7480000000000004	1.505	175006627
bpcells	cellmajor	rep2	cell	300000	sequential	008	4.797	2.5680000000000005	1318660483
bpcells	cellmajor	rep2	cell	300000	sequential	009	2.577	1.762	505857952
bpcells	cellmajor	rep2	cell	300000	sequential	010	2.945	1.882	641938092
bpcells	cellmajor	rep2	gene	1	random	001	292.884	21.549	39475
bpcells	cellmajor	rep2	gene	1	random	002	291.584	17.589	10912
bpcells	cellmajor	rep2	gene	1	random	003	299.534	23.507	826
bpcells	cellmajor	rep2	gene	1	random	004	292.771	21.01	234451
bpcells	cellmajor	rep2	gene	1	random	005	300.621	23.212	5379870
bpcells	cellmajor	rep2	gene	1	random	006	302.664	20.791	29740
bpcells	cellmajor	rep2	gene	1	random	007	290.904	19.239	4572078
bpcells	cellmajor	rep2	gene	1	random	008	299.59299999999996	22.954	319
bpcells	cellmajor	rep2	gene	1	random	009	296.141	20.787	292790
bpcells	cellmajor	rep2	gene	1	random	010	296.573	20.918	88431
bpcells	cellmajor	rep2	gene	1	sequential	001	267.132	14.406	8405
bpcells	cellmajor	rep2	gene	1	sequential	002	279.71999999999997	18.873	469073
bpcells	cellmajor	rep2	gene	1	sequential	003	287.51300000000003	22.911	256
bpcells	cellmajor	rep2	gene	1	sequential	004	288.991	22.749	697
bpcells	cellmajor	rep2	gene	1	sequential	005	286.54200000000003	22.005	70651
bpcells	cellmajor	rep2	gene	1	sequential	006	290.626	22.5	3220
bpcells	cellmajor	rep2	gene	1	sequential	007	291.215	18.944000000000003	28
bpcells	cellmajor	rep2	gene	1	sequential	008	294.539	24.041	5889061
bpcells	cellmajor	rep2	gene	1	sequential	009	298.473	23.382	5824
bpcells	cellmajor	rep2	gene	1	sequential	010	291.554	16.887999999999998	18595333
bpcells	cellmajor	rep2	gene	10	random	001	298.214	18.959000000000003	42619032
bpcells	cellmajor	rep2	gene	10	random	002	304.32899999999995	24.046	345855
bpcells	cellmajor	rep2	gene	10	random	003	305.875	21.854	17853445
bpcells	cellmajor	rep2	gene	10	random	004	292.729	16.565	15245180
bpcells	cellmajor	rep2	gene	10	random	005	304.42	21.308	26254672
bpcells	cellmajor	rep2	gene	10	random	006	302.019	20.871	7445840
bpcells	cellmajor	rep2	gene	10	random	007	294.652	18.124	19325203
bpcells	cellmajor	rep2	gene	10	random	008	307.708	24.927	22966067
bpcells	cellmajor	rep2	gene	10	random	009	302.56399999999996	20.804	18540021
bpcells	cellmajor	rep2	gene	10	random	010	291.921	17.033	49497750
bpcells	cellmajor	rep2	gene	10	sequential	001	302.05899999999997	20.734	57003345
bpcells	cellmajor	rep2	gene	10	sequential	002	297.198	23.709	29367130
bpcells	cellmajor	rep2	gene	10	sequential	003	298.562	21.586	49935993
bpcells	cellmajor	rep2	gene	10	sequential	004	297.998	22.693	56752978
bpcells	cellmajor	rep2	gene	10	sequential	005	301.198	20.487	334788
bpcells	cellmajor	rep2	gene	10	sequential	006	298.653	19.476	9558244
bpcells	cellmajor	rep2	gene	10	sequential	007	299.808	24.208	162115
bpcells	cellmajor	rep2	gene	10	sequential	008	298.767	21.939	173102
bpcells	cellmajor	rep2	gene	10	sequential	009	297.51099999999997	23.783	2720
bpcells	cellmajor	rep2	gene	10	sequential	010	304.894	22.095	8966
bpcells	cellmajor	rep2	gene	100	random	001	296.385	18.373	188007877
bpcells	cellmajor	rep2	gene	100	random	002	301.15000000000003	20.630000000000003	183843925
bpcells	cellmajor	rep2	gene	100	random	003	292.256	14.1	200310196
bpcells	cellmajor	rep2	gene	100	random	004	298.451	19.689	144487462
bpcells	cellmajor	rep2	gene	100	random	005	300.465	20.607	103554818
bpcells	cellmajor	rep2	gene	100	random	006	312.582	25.797	102051912
bpcells	cellmajor	rep2	gene	100	random	007	300.415	23.169000000000004	115538142
bpcells	cellmajor	rep2	gene	100	random	008	298.247	18.701	136927646
bpcells	cellmajor	rep2	gene	100	random	009	306.986	25.299000000000003	150606224
bpcells	cellmajor	rep2	gene	100	random	010	302.446	21.364	157028252
bpcells	cellmajor	rep2	gene	100	sequential	001	304.34	25.042	1249782
bpcells	cellmajor	rep2	gene	100	sequential	002	315.783	26.538	4195319
bpcells	cellmajor	rep2	gene	100	sequential	003	316.871	31.523	64897940
bpcells	cellmajor	rep2	gene	100	sequential	004	296.67	16.393	6166514
bpcells	cellmajor	rep2	gene	100	sequential	005	286.656	14.351000000000004	249304590
bpcells	cellmajor	rep2	gene	100	sequential	006	286.89300000000003	15.383	3878545
bpcells	cellmajor	rep2	gene	100	sequential	007	294.155	18.484	2573526
bpcells	cellmajor	rep2	gene	100	sequential	008	287.98699999999997	17.091	3205980
bpcells	cellmajor	rep2	gene	100	sequential	009	300.06	18.382	619199008
bpcells	cellmajor	rep2	gene	100	sequential	010	293.01	17.283	21239213
bpcells	cellmajor	rep2	gene	300	random	001	306.22799999999995	22.282000000000004	485855708
bpcells	cellmajor	rep2	gene	300	random	002	300.929	19.549000000000003	491796881
bpcells	cellmajor	rep2	gene	300	random	003	302.299	22.536	465034565
bpcells	cellmajor	rep2	gene	300	random	004	303.253	22.444	443602972
bpcells	cellmajor	rep2	gene	300	random	005	299.565	23.014000000000003	515296945
bpcells	cellmajor	rep2	gene	300	random	006	311.387	19.942	482805339
bpcells	cellmajor	rep2	gene	300	random	007	298.35400000000004	19.715000000000003	499335858
bpcells	cellmajor	rep2	gene	300	random	008	304.77200000000005	21.744	445853223
bpcells	cellmajor	rep2	gene	300	random	009	301.406	20.514	420942939
bpcells	cellmajor	rep2	gene	300	random	010	303.35	22.796999999999997	520331555
bpcells	cellmajor	rep2	gene	300	sequential	001	304.002	22.555	1075241161
bpcells	cellmajor	rep2	gene	300	sequential	002	306.07	25.699	1532889651
bpcells	cellmajor	rep2	gene	300	sequential	003	307.39	22.062	11651242
bpcells	cellmajor	rep2	gene	300	sequential	004	286.755	15.402	17035386
bpcells	cellmajor	rep2	gene	300	sequential	005	303.397	21.377	3952546
bpcells	cellmajor	rep2	gene	300	sequential	006	292.382	13.232	96023905
bpcells	cellmajor	rep2	gene	300	sequential	007	287.98199999999997	14.183	74468997
bpcells	cellmajor	rep2	gene	300	sequential	008	289.681	15.712	17052807
bpcells	cellmajor	rep2	gene	300	sequential	009	286.791	12.536	961234672
bpcells	cellmajor	rep2	gene	300	sequential	010	293.346	19.47	17389424
bpcells	cellmajor	rep2	gene	60530	sequential	001	283.391	18.552999999999997	95645830752
bpcells	cellmajor	rep3	cell	1	random	001	0.6180000000000001	0.6200000000000001	1620
bpcells	cellmajor	rep3	cell	1	random	002	0.634	0.6340000000000003	1393
bpcells	cellmajor	rep3	cell	1	random	003	0.6219999999999999	0.6220000000000003	5528
bpcells	cellmajor	rep3	cell	1	random	004	0.6200000000000001	0.6199999999999997	2600
bpcells	cellmajor	rep3	cell	1	random	005	0.621	0.6219999999999999	2736
bpcells	cellmajor	rep3	cell	1	random	006	0.6210000000000002	0.6219999999999999	637
bpcells	cellmajor	rep3	cell	1	random	007	0.6209999999999998	0.621	690
bpcells	cellmajor	rep3	cell	1	random	008	0.6229999999999998	0.6239999999999997	1604
bpcells	cellmajor	rep3	cell	1	random	009	0.623	0.6230000000000002	1496
bpcells	cellmajor	rep3	cell	1	random	010	0.6220000000000001	0.6220000000000003	936
bpcells	cellmajor	rep3	cell	1	sequential	001	0.661	0.6669999999999998	1227
bpcells	cellmajor	rep3	cell	1	sequential	002	0.622	0.6219999999999994	244
bpcells	cellmajor	rep3	cell	1	sequential	003	0.6200000000000003	0.621	1779
bpcells	cellmajor	rep3	cell	1	sequential	004	0.6230000000000002	0.6619999999999999	2141
bpcells	cellmajor	rep3	cell	1	sequential	005	0.6209999999999996	0.621	1842
bpcells	cellmajor	rep3	cell	1	sequential	006	0.62	0.6200000000000001	3686
bpcells	cellmajor	rep3	cell	1	sequential	007	0.6189999999999999	0.6189999999999998	986
bpcells	cellmajor	rep3	cell	1	sequential	008	0.6190000000000001	0.6190000000000002	607
bpcells	cellmajor	rep3	cell	1	sequential	009	0.6179999999999999	0.6189999999999998	2065
bpcells	cellmajor	rep3	cell	1	sequential	010	0.6220000000000001	0.6229999999999998	902
bpcells	cellmajor	rep3	cell	10	random	001	0.6269999999999998	0.6269999999999998	22019
bpcells	cellmajor	rep3	cell	10	random	002	0.6309999999999999	0.6290000000000004	18663
bpcells	cellmajor	rep3	cell	10	random	003	0.6279999999999997	0.6279999999999997	13522
bpcells	cellmajor	rep3	cell	10	random	004	0.6269999999999999	0.6259999999999999	9603
bpcells	cellmajor	rep3	cell	10	random	005	0.6240000000000001	0.625	27337
bpcells	cellmajor	rep3	cell	10	random	006	0.6269999999999998	0.6269999999999998	18738
bpcells	cellmajor	rep3	cell	10	random	007	0.628	0.6270000000000002	22797
bpcells	cellmajor	rep3	cell	10	random	008	0.6310000000000001	0.6299999999999999	17717
bpcells	cellmajor	rep3	cell	10	random	009	0.629	0.6279999999999997	23868
bpcells	cellmajor	rep3	cell	10	random	010	0.6269999999999997	0.6269999999999998	15870
bpcells	cellmajor	rep3	cell	10	sequential	001	0.6349999999999998	0.6389999999999998	16899
bpcells	cellmajor	rep3	cell	10	sequential	002	0.6390000000000001	0.6399999999999997	18994
bpcells	cellmajor	rep3	cell	10	sequential	003	0.6339999999999998	0.6339999999999999	11307
bpcells	cellmajor	rep3	cell	10	sequential	004	0.6360000000000002	0.6359999999999997	17935
bpcells	cellmajor	rep3	cell	10	sequential	005	0.6359999999999997	0.6339999999999999	4431
bpcells	cellmajor	rep3	cell	10	sequential	006	0.6210000000000003	0.6220000000000003	79381
bpcells	cellmajor	rep3	cell	10	sequential	007	0.6250000000000001	0.6260000000000003	24219
bpcells	cellmajor	rep3	cell	10	sequential	008	0.6250000000000003	0.6250000000000004	13630
bpcells	cellmajor	rep3	cell	10	sequential	009	0.6230000000000001	0.625	86435
bpcells	cellmajor	rep3	cell	10	sequential	010	0.624	0.6240000000000006	50471
bpcells	cellmajor	rep3	cell	100	random	001	0.6589999999999998	0.6629999999999998	255263
bpcells	cellmajor	rep3	cell	100	random	002	0.6609999999999997	0.6659999999999999	200844
bpcells	cellmajor	rep3	cell	100	random	003	0.6600000000000003	0.6660000000000004	243925
bpcells	cellmajor	rep3	cell	100	random	004	0.66	0.6680000000000001	184709
bpcells	cellmajor	rep3	cell	100	random	005	0.6640000000000001	0.6659999999999999	220583
bpcells	cellmajor	rep3	cell	100	random	006	0.6620000000000005	0.6670000000000003	198689
bpcells	cellmajor	rep3	cell	100	random	007	0.6639999999999998	0.6700000000000004	240527
bpcells	cellmajor	rep3	cell	100	random	008	0.6650000000000003	0.6679999999999997	199362
bpcells	cellmajor	rep3	cell	100	random	009	0.6619999999999998	0.6659999999999995	203356
bpcells	cellmajor	rep3	cell	100	random	010	0.6639999999999995	0.6679999999999997	188593
bpcells	cellmajor	rep3	cell	100	sequential	001	0.6280000000000001	0.6320000000000001	80890
bpcells	cellmajor	rep3	cell	100	sequential	002	0.628	0.6270000000000002	133123
bpcells	cellmajor	rep3	cell	100	sequential	003	0.6279999999999996	0.6280000000000001	176468
bpcells	cellmajor	rep3	cell	100	sequential	004	0.6269999999999996	0.6269999999999998	177045
bpcells	cellmajor	rep3	cell	100	sequential	005	0.626	0.6279999999999997	176565
bpcells	cellmajor	rep3	cell	100	sequential	006	0.6260000000000002	0.6269999999999998	244061
bpcells	cellmajor	rep3	cell	100	sequential	007	0.6259999999999997	0.6270000000000002	241329
bpcells	cellmajor	rep3	cell	100	sequential	008	0.626	0.6270000000000002	283769
bpcells	cellmajor	rep3	cell	100	sequential	009	0.6249999999999997	0.6259999999999999	306538
bpcells	cellmajor	rep3	cell	100	sequential	010	0.626	0.6279999999999997	332485
bpcells	cellmajor	rep3	cell	1000	random	001	0.8629999999999995	0.8329999999999997	2103783
bpcells	cellmajor	rep3	cell	1000	random	002	0.853	0.8260000000000005	2189598
bpcells	cellmajor	rep3	cell	1000	random	003	0.8479999999999996	0.8279999999999998	2075667
bpcells	cellmajor	rep3	cell	1000	random	004	0.8480000000000002	0.8199999999999998	2086627
bpcells	cellmajor	rep3	cell	1000	random	005	0.909	0.823	2121041
bpcells	cellmajor	rep3	cell	1000	random	006	0.8590000000000004	0.8269999999999995	2238575
bpcells	cellmajor	rep3	cell	1000	random	007	0.8500000000000003	0.819	2117167
bpcells	cellmajor	rep3	cell	1000	random	008	0.8499999999999996	0.8200000000000003	2178672
bpcells	cellmajor	rep3	cell	1000	random	009	0.8510000000000002	0.8289999999999997	2084946
bpcells	cellmajor	rep3	cell	1000	random	010	0.8420000000000003	0.8150000000000004	2186198
bpcells	cellmajor	rep3	cell	1000	sequential	001	0.618	0.625	2656310
bpcells	cellmajor	rep3	cell	1000	sequential	002	0.6159999999999999	0.6179999999999999	1988884
bpcells	cellmajor	rep3	cell	1000	sequential	003	0.6150000000000003	0.6160000000000005	1193776
bpcells	cellmajor	rep3	cell	1000	sequential	004	0.6160000000000002	0.6170000000000004	1716237
bpcells	cellmajor	rep3	cell	1000	sequential	005	0.6270000000000002	0.6270000000000002	5606085
bpcells	cellmajor	rep3	cell	1000	sequential	006	0.6250000000000001	0.6260000000000003	1805526
bpcells	cellmajor	rep3	cell	1000	sequential	007	0.6209999999999994	0.6220000000000003	2508580
bpcells	cellmajor	rep3	cell	1000	sequential	008	0.6109999999999998	0.6099999999999999	431993
bpcells	cellmajor	rep3	cell	1000	sequential	009	0.6209999999999998	0.6219999999999999	1283280
bpcells	cellmajor	rep3	cell	1000	sequential	010	0.6319999999999998	0.6350000000000002	6995556
bpcells	cellmajor	rep3	cell	10000	random	001	1.592	1.243	21523985
bpcells	cellmajor	rep3	cell	10000	random	002	1.6889999999999994	1.165	21582484
bpcells	cellmajor	rep3	cell	10000	random	003	1.5129999999999997	1.1329999999999996	21710922
bpcells	cellmajor	rep3	cell	10000	random	004	1.5590000000000002	1.1230000000000009	21557091
bpcells	cellmajor	rep3	cell	10000	random	005	1.492	1.096	21456885
bpcells	cellmajor	rep3	cell	10000	random	006	1.5570000000000004	1.105	21527438
bpcells	cellmajor	rep3	cell	10000	random	007	1.496	1.082	21585808
bpcells	cellmajor	rep3	cell	10000	random	008	1.4460000000000002	1.0730000000000004	21646585
bpcells	cellmajor	rep3	cell	10000	random	009	1.4710000000000003	1.0780000000000003	21516026
bpcells	cellmajor	rep3	cell	10000	random	010	1.4680000000000006	1.0840000000000003	21445864
bpcells	cellmajor	rep3	cell	10000	sequential	001	0.6689999999999996	0.6739999999999999	9037105
bpcells	cellmajor	rep3	cell	10000	sequential	002	0.6879999999999998	0.6890000000000005	16739383
bpcells	cellmajor	rep3	cell	10000	sequential	003	0.7020000000000003	0.7029999999999998	21827533
bpcells	cellmajor	rep3	cell	10000	sequential	004	0.7640000000000002	0.766	47175808
bpcells	cellmajor	rep3	cell	10000	sequential	005	0.754	0.7559999999999998	46893304
bpcells	cellmajor	rep3	cell	10000	sequential	006	0.7089999999999997	0.71	25368693
bpcells	cellmajor	rep3	cell	10000	sequential	007	0.6979999999999998	0.6859999999999999	21274710
bpcells	cellmajor	rep3	cell	10000	sequential	008	0.692	0.694	17489161
bpcells	cellmajor	rep3	cell	10000	sequential	009	0.715	0.7170000000000001	27381151
bpcells	cellmajor	rep3	cell	10000	sequential	010	0.6709999999999996	0.6719999999999997	9970175
bpcells	cellmajor	rep3	cell	100000	random	001	7.167	3.199	216301828
bpcells	cellmajor	rep3	cell	100000	random	002	7.206	3.207	215870467
bpcells	cellmajor	rep3	cell	100000	random	003	9.242	3.2909999999999995	216523214
bpcells	cellmajor	rep3	cell	100000	random	004	9.354	3.2100000000000004	216287462
bpcells	cellmajor	rep3	cell	100000	random	005	8.665000000000001	3.034	216443608
bpcells	cellmajor	rep3	cell	100000	random	006	8.302	3.0490000000000004	216210462
bpcells	cellmajor	rep3	cell	100000	random	007	8.585999999999999	3.069	215947518
bpcells	cellmajor	rep3	cell	100000	random	008	8.587	3.139	215794373
bpcells	cellmajor	rep3	cell	100000	random	009	8.995000000000001	3.114	216269727
bpcells	cellmajor	rep3	cell	100000	random	010	9.056	3.0509999999999997	216626273
bpcells	cellmajor	rep3	cell	100000	sequential	001	1.1269999999999996	1.0999999999999996	69555091
bpcells	cellmajor	rep3	cell	100000	sequential	002	1.131	1.125	69303174
bpcells	cellmajor	rep3	cell	100000	sequential	003	1.164	1.156	79339640
bpcells	cellmajor	rep3	cell	100000	sequential	004	1.1669999999999996	1.1410000000000005	87635801
bpcells	cellmajor	rep3	cell	100000	sequential	005	1.2489999999999997	1.0860000000000003	150236057
bpcells	cellmajor	rep3	cell	100000	sequential	006	1.1550000000000005	1.1170000000000004	79282936
bpcells	cellmajor	rep3	cell	100000	sequential	007	1.3450000000000002	1.2220000000000004	153009228
bpcells	cellmajor	rep3	cell	100000	sequential	008	1.4	1.3779999999999997	180063262
bpcells	cellmajor	rep3	cell	100000	sequential	009	1.315	1.2590000000000003	155953359
bpcells	cellmajor	rep3	cell	100000	sequential	010	0.9900000000000004	0.943	45904696
bpcells	cellmajor	rep3	cell	300000	random	001	21.395999999999997	6.258	648613446
bpcells	cellmajor	rep3	cell	300000	random	002	20.626	5.225999999999999	647499299
bpcells	cellmajor	rep3	cell	300000	random	003	19.869	4.897	648140443
bpcells	cellmajor	rep3	cell	300000	random	004	20.554999999999996	5.496	646613501
bpcells	cellmajor	rep3	cell	300000	random	005	19.948	5.337999999999999	649007219
bpcells	cellmajor	rep3	cell	300000	random	006	19.947000000000003	5.277000000000001	646936324
bpcells	cellmajor	rep3	cell	300000	random	007	20.355	5.559	645660552
bpcells	cellmajor	rep3	cell	300000	random	008	19.935	5.189000000000001	646845203
bpcells	cellmajor	rep3	cell	300000	random	009	20.66	5.401000000000001	648533014
bpcells	cellmajor	rep3	cell	300000	random	010	21.185	5.892	647874240
bpcells	cellmajor	rep3	cell	300000	sequential	001	2.6699999999999995	1.8070000000000004	540534732
bpcells	cellmajor	rep3	cell	300000	sequential	002	3.662	2.6420000000000003	874381919
bpcells	cellmajor	rep3	cell	300000	sequential	003	3.4930000000000003	2.3010000000000006	851915523
bpcells	cellmajor	rep3	cell	300000	sequential	004	5.359999999999999	2.698	1652862106
bpcells	cellmajor	rep3	cell	300000	sequential	005	2.229	1.668	360119687
bpcells	cellmajor	rep3	cell	300000	sequential	006	2.861	1.917	598147731
bpcells	cellmajor	rep3	cell	300000	sequential	007	1.7600000000000005	1.519	175006627
bpcells	cellmajor	rep3	cell	300000	sequential	008	4.773999999999999	2.5700000000000003	1318660483
bpcells	cellmajor	rep3	cell	300000	sequential	009	2.6190000000000007	1.7860000000000005	505857952
bpcells	cellmajor	rep3	cell	300000	sequential	010	2.9920000000000004	1.892	641938092
bpcells	cellmajor	rep3	gene	1	random	001	292.54499999999996	19.029000000000003	39475
bpcells	cellmajor	rep3	gene	1	random	002	290.829	20.87	10912
bpcells	cellmajor	rep3	gene	1	random	003	298.957	23.127	826
bpcells	cellmajor	rep3	gene	1	random	004	291.972	19.9	234451
bpcells	cellmajor	rep3	gene	1	random	005	298.038	24.316	5379870
bpcells	cellmajor	rep3	gene	1	random	006	295.07099999999997	20.055	29740
bpcells	cellmajor	rep3	gene	1	random	007	293.14099999999996	20.861	4572078
bpcells	cellmajor	rep3	gene	1	random	008	301.24399999999997	24.488	319
bpcells	cellmajor	rep3	gene	1	random	009	298.771	21.232	292790
bpcells	cellmajor	rep3	gene	1	random	010	302.629	22.047	88431
bpcells	cellmajor	rep3	gene	1	sequential	001	269.404	14.251	8405
bpcells	cellmajor	rep3	gene	1	sequential	002	282.656	20.044	469073
bpcells	cellmajor	rep3	gene	1	sequential	003	287.592	22.902	256
bpcells	cellmajor	rep3	gene	1	sequential	004	286.974	20.422000000000004	697
bpcells	cellmajor	rep3	gene	1	sequential	005	289.822	22.302	70651
bpcells	cellmajor	rep3	gene	1	sequential	006	289.02200000000005	21.143	3220
bpcells	cellmajor	rep3	gene	1	sequential	007	295.839	22.293	28
bpcells	cellmajor	rep3	gene	1	sequential	008	292.278	22.226	5889061
bpcells	cellmajor	rep3	gene	1	sequential	009	296.43600000000004	19.485000000000003	5824
bpcells	cellmajor	rep3	gene	1	sequential	010	292.03299999999996	22.472	18595333
bpcells	cellmajor	rep3	gene	10	random	001	301.12199999999996	22.791000000000004	42619032
bpcells	cellmajor	rep3	gene	10	random	002	303.10699999999997	21.283	345855
bpcells	cellmajor	rep3	gene	10	random	003	297.535	21.576	17853445
bpcells	cellmajor	rep3	gene	10	random	004	307.24	24.552000000000003	15245180
bpcells	cellmajor	rep3	gene	10	random	005	304.987	21.130000000000003	26254672
bpcells	cellmajor	rep3	gene	10	random	006	294.537	18.007	7445840
bpcells	cellmajor	rep3	gene	10	random	007	303.942	22.604	19325203
bpcells	cellmajor	rep3	gene	10	random	008	303.288	21.028	22966067
bpcells	cellmajor	rep3	gene	10	random	009	298.73400000000004	24.581000000000003	18540021
bpcells	cellmajor	rep3	gene	10	random	010	311.955	22.368	49497750
bpcells	cellmajor	rep3	gene	10	sequential	001	299.03	20.879	57003345
bpcells	cellmajor	rep3	gene	10	sequential	002	298.95099999999996	22.987	29367130
bpcells	cellmajor	rep3	gene	10	sequential	003	297.428	21.228	49935993
bpcells	cellmajor	rep3	gene	10	sequential	004	295.327	20.831000000000003	56752978
bpcells	cellmajor	rep3	gene	10	sequential	005	300.46000000000004	24.581	334788
bpcells	cellmajor	rep3	gene	10	sequential	006	298.76300000000003	21.855	9558244
bpcells	cellmajor	rep3	gene	10	sequential	007	302.054	22.211	162115
bpcells	cellmajor	rep3	gene	10	sequential	008	297.209	20.682	173102
bpcells	cellmajor	rep3	gene	10	sequential	009	295.926	25.107000000000003	2720
bpcells	cellmajor	rep3	gene	10	sequential	010	300.699	24.679	8966
bpcells	cellmajor	rep3	gene	100	random	001	301.534	19.185	188007877
bpcells	cellmajor	rep3	gene	100	random	002	300.002	13.627000000000002	183843925
bpcells	cellmajor	rep3	gene	100	random	003	310.11400000000003	26.082	200310196
bpcells	cellmajor	rep3	gene	100	random	004	296.352	18.641	144487462
bpcells	cellmajor	rep3	gene	100	random	005	293.517	14.257	103554818
bpcells	cellmajor	rep3	gene	100	random	006	299.765	19.76	102051912
bpcells	cellmajor	rep3	gene	100	random	007	292.068	15.143000000000002	115538142
bpcells	cellmajor	rep3	gene	100	random	008	301.524	20.020000000000003	136927646
bpcells	cellmajor	rep3	gene	100	random	009	291.273	14.877	150606224
bpcells	cellmajor	rep3	gene	100	random	010	296.822	19.451	157028252
bpcells	cellmajor	rep3	gene	100	sequential	001	296.626	18.314	1249782
bpcells	cellmajor	rep3	gene	100	sequential	002	290.049	18.455	4195319
bpcells	cellmajor	rep3	gene	100	sequential	003	305.457	24.495	64897940
bpcells	cellmajor	rep3	gene	100	sequential	004	301.65700000000004	23.709	6166514
bpcells	cellmajor	rep3	gene	100	sequential	005	311.63	25.257	249304590
bpcells	cellmajor	rep3	gene	100	sequential	006	306.652	23.162	3878545
bpcells	cellmajor	rep3	gene	100	sequential	007	293.847	16.307000000000002	2573526
bpcells	cellmajor	rep3	gene	100	sequential	008	313.044	26.255000000000003	3205980
bpcells	cellmajor	rep3	gene	100	sequential	009	317.773	26.212	619199008
bpcells	cellmajor	rep3	gene	100	sequential	010	292.29	15.257	21239213
bpcells	cellmajor	rep3	gene	300	random	001	294.419	14.668000000000005	485855708
bpcells	cellmajor	rep3	gene	300	random	002	290.808	14.563	491796881
bpcells	cellmajor	rep3	gene	300	random	003	284.53499999999997	13.569000000000004	465034565
bpcells	cellmajor	rep3	gene	300	random	004	290.11	14.757	443602972
bpcells	cellmajor	rep3	gene	300	random	005	289.98199999999997	13.547999999999998	515296945
bpcells	cellmajor	rep3	gene	300	random	006	293.934	14.973	482805339
bpcells	cellmajor	rep3	gene	300	random	007	297.782	14.432	499335858
bpcells	cellmajor	rep3	gene	300	random	008	292.156	13.639	445853223
bpcells	cellmajor	rep3	gene	300	random	009	293.421	13.869	420942939
bpcells	cellmajor	rep3	gene	300	random	010	296.698	14.775	520331555
bpcells	cellmajor	rep3	gene	300	sequential	001	294.623	15.449	1075241161
bpcells	cellmajor	rep3	gene	300	sequential	002	300.076	19.555	1532889651
bpcells	cellmajor	rep3	gene	300	sequential	003	289.69800000000004	15.452	11651242
bpcells	cellmajor	rep3	gene	300	sequential	004	294.235	19.905	17035386
bpcells	cellmajor	rep3	gene	300	sequential	005	290.533	15.055	3952546
bpcells	cellmajor	rep3	gene	300	sequential	006	297.916	19.7	96023905
bpcells	cellmajor	rep3	gene	300	sequential	007	287.373	13.544000000000002	74468997
